日期,收市,開市,高,低,成交量,升跌（%）
2022年8月19日,"20,831.30","23,201.60","23,202.30","20,807.80",339.47K,-10.22%
2022年8月20日,"21,138.90","20,830.70","21,357.40","20,784.80",206.94K,1.48%
2022年8月21日,"21,517.20","21,138.90","21,692.40","21,077.40",177.52K,1.79%
2022年8月22日,"21,416.30","21,516.80","21,517.40","20,912.10",251.83K,-0.47%
2022年8月23日,"21,517.20","21,416.50","21,661.00","20,919.60",228.65K,0.47%
2022年8月24日,"21,365.20","21,516.20","21,832.30","21,171.10",202.40K,-0.71%
2022年8月25日,"21,565.40","21,365.40","21,801.20","21,324.80",190.15K,0.94%
2022年8月26日,"20,249.90","21,564.20","21,815.30","20,122.40",322.16K,-6.10%
2022年8月27日,"20,033.90","20,249.90","20,343.60","19,849.80",187.34K,-1.07%
2022年8月28日,"19,550.20","20,034.20","20,150.80","19,542.90",159.60K,-2.41%
2022年8月29日,"20,295.80","19,551.30","20,394.50","19,551.20",248.04K,3.81%
2022年8月30日,"19,792.60","20,295.60","20,558.20","19,559.70",308.41K,-2.48%
2022年8月31日,"20,043.90","19,793.40","20,469.10","19,793.40",318.17K,1.27%
2022年9月1日,"20,126.10","20,049.90","20,202.70","19,584.40",275.08K,0.41%
2022年9月2日,"19,952.70","20,131.60","20,428.20","19,764.70",272.22K,-0.86%
2022年9月3日,"19,831.40","19,952.80","20,043.80","19,660.70",157.85K,-0.61%
2022年9月4日,"19,999.90","19,832.20","20,017.80","19,594.70",158.27K,0.85%
2022年9月5日,"19,793.10","19,999.90","20,042.90","19,650.70",238.71K,-1.03%
2022年9月6日,"18,786.40","19,793.40","20,169.30","18,723.30",402.43K,-5.09%
2022年9月7日,"19,281.50","18,786.30","19,445.90","18,548.40",319.10K,2.64%
2022年9月8日,"19,317.40","19,281.50","19,444.70","19,034.50",291.43K,0.19%
2022年9月9日,"21,365.20","19,318.80","21,545.70","19,294.10",480.37K,10.60%
2022年9月10日,"21,650.40","21,363.80","21,790.60","21,139.90",331.12K,1.33%
2022年9月11日,"21,834.90","21,650.40","21,836.40","21,363.00",297.12K,0.85%
2022年9月12日,"22,395.30","21,836.60","22,465.40","21,581.60",431.98K,2.57%
2022年9月13日,"20,175.50","22,395.30","22,702.50","19,909.60",485.32K,-9.91%
2022年9月14日,"20,222.50","20,175.50","20,503.70","19,654.20",374.22K,0.23%
2022年9月15日,"19,701.70","20,222.30","20,321.40","19,532.30",358.42K,-2.58%
2022年9月16日,"19,802.40","19,701.90","19,883.00","19,352.90",315.59K,0.51%
2022年9月17日,"20,113.50","19,802.80","20,178.60","19,761.00",204.58K,1.57%
2022年9月18日,"19,418.80","20,113.90","20,113.90","19,347.70",273.11K,-3.45%
2022年9月19日,"19,538.90","19,417.40","19,666.60","18,277.80",423.43K,0.62%
2022年9月20日,"18,872.40","19,538.90","19,626.30","18,742.60",361.18K,-3.41%
2022年9月21日,"18,489.00","18,875.10","19,758.40","18,191.80",446.85K,-2.03%
2022年9月22日,"19,404.00","18,488.10","19,490.90","18,371.00",448.63K,4.95%
2022年9月23日,"19,293.50","19,404.10","19,477.30","18,554.80",431.15K,-0.57%
2022年9月24日,"18,925.20","19,288.40","19,310.60","18,812.00",258.50K,-1.91%
2022年9月25日,"18,803.20","18,925.10","19,125.10","18,659.60",209.71K,-0.64%
2022年9月26日,"19,225.70","18,803.10","19,304.80","18,695.20",516.03K,2.25%
2022年9月27日,"19,081.00","19,228.80","20,361.20","18,850.40",660.12K,-0.75%
2022年9月28日,"19,411.00","19,083.40","19,757.80","18,505.30",581.19K,1.73%
2022年9月29日,"19,593.00","19,420.20","19,631.50","18,877.90",449.57K,0.94%
2022年9月30日,"19,423.00","19,593.40","20,174.90","19,208.90",490.29K,-0.87%
2022年10月1日,"19,311.90","19,422.90","19,480.30","19,172.60",173.91K,-0.57%
2022年10月2日,"19,052.20","19,311.90","19,389.90","18,937.30",222.82K,-1.34%
2022年10月3日,"19,628.30","19,057.60","19,676.00","19,001.30",333.03K,3.02%
2022年10月4日,"20,340.20","19,629.70","20,436.10","19,506.40",368.17K,3.63%
2022年10月5日,"20,157.50","20,340.50","20,353.80","19,761.70",352.76K,-0.90%
2022年10月6日,"19,956.70","20,157.50","20,436.70","19,873.70",370.60K,-1.00%
2022年10月7日,"19,531.30","19,962.40","20,051.40","19,352.10",263.50K,-2.13%
2022年10月8日,"19,415.00","19,530.20","19,612.20","19,274.70",113.50K,-0.60%
2022年10月9日,"19,441.00","19,416.30","19,552.10","19,329.60",127.53K,0.13%
2022年10月10日,"19,134.60","19,441.70","19,520.70","19,057.00",243.77K,-1.58%
2022年10月11日,"19,059.10","19,134.30","19,261.30","18,868.70",288.57K,-0.39%
2022年10月12日,"19,154.80","19,058.50","19,212.60","19,010.60",242.18K,0.50%
2022年10月13日,"19,379.80","19,154.60","19,494.40","18,207.90",455.13K,1.17%
2022年10月14日,"19,181.80","19,379.80","19,933.90","19,098.60",400.45K,-1.02%
2022年10月15日,"19,068.70","19,181.70","19,218.70","19,000.80",123.66K,-0.59%
2022年10月16日,"19,261.90","19,068.80","19,411.90","19,066.00",140.95K,1.01%
2022年10月17日,"19,548.20","19,262.20","19,663.50","19,163.60",248.40K,1.49%
2022年10月18日,"19,328.20","19,548.40","19,692.90","19,102.80",290.07K,-1.13%
2022年10月19日,"19,123.90","19,328.20","19,358.60","19,101.20",209.28K,-1.06%
2022年10月20日,"19,042.90","19,125.10","19,334.50","18,935.60",253.20K,-0.42%
2022年10月21日,"19,162.60","19,042.90","19,245.50","18,703.30",294.66K,0.63%
2022年10月22日,"19,204.80","19,162.60","19,249.90","19,116.10",118.24K,0.22%
2022年10月23日,"19,571.20","19,204.80","19,680.90","19,092.50",180.63K,1.91%
2022年10月24日,"19,331.50","19,571.20","19,588.60","19,177.20",286.94K,-1.22%
2022年10月25日,"20,082.70","19,331.80","20,406.90","19,249.00",371.54K,3.89%
2022年10月26日,"20,769.50","20,086.80","20,981.50","20,062.90",427.99K,3.42%
2022年10月27日,"20,292.90","20,769.50","20,867.90","20,231.60",365.49K,-2.29%
2022年10月28日,"20,594.40","20,293.00","20,744.00","20,058.20",318.90K,1.49%
2022年10月29日,"20,809.80","20,594.20","21,038.10","20,561.90",276.54K,1.05%
2022年10月30日,"20,626.30","20,809.40","20,922.30","20,522.50",207.63K,-0.88%
2022年10月31日,"20,496.30","20,626.00","20,822.40","20,260.00",327.47K,-0.63%
2022年11月1日,"20,483.50","20,496.10","20,676.60","20,348.10",302.72K,-0.06%
2022年11月2日,"20,154.40","20,482.90","20,778.30","20,065.80",420.23K,-1.61%
2022年11月3日,"20,206.40","20,154.00","20,384.50","20,066.60",347.23K,0.26%
2022年11月4日,"21,145.90","20,206.40","21,281.90","20,184.60",499.50K,4.65%
2022年11月5日,"21,301.60","21,145.70","21,464.70","21,084.10",261.23K,0.74%
2022年11月6日,"20,916.30","21,298.70","21,360.40","20,901.00",242.26K,-1.81%
2022年11月7日,"20,589.00","20,916.30","21,055.40","20,410.50",414.24K,-1.56%
2022年11月8日,"18,527.40","20,589.00","20,667.50","17,260.00",865.10K,-10.01%
2022年11月9日,"15,886.90","18,538.90","18,583.80","15,603.30",869.57K,-14.25%
2022年11月10日,"17,589.10","15,887.00","18,138.20","15,799.30",720.74K,10.71%
2022年11月11日,"17,049.90","17,589.10","17,679.40","16,435.50",466.35K,-3.07%
2022年11月12日,"16,795.20","17,049.90","17,100.80","16,633.90",192.91K,-1.49%
2022年11月13日,"16,324.50","16,803.90","16,946.50","16,274.90",210.80K,-2.80%
2022年11月14日,"16,613.70","16,325.00","17,158.40","15,834.00",442.46K,1.77%
2022年11月15日,"16,895.10","16,615.00","17,112.00","16,543.90",337.15K,1.69%
2022年11月16日,"16,540.50","16,895.40","16,993.40","16,408.20",295.73K,-2.10%
2022年11月17日,"16,691.20","16,540.50","16,739.70","16,425.80",257.00K,0.91%
2022年11月18日,"16,638.30","16,715.40","16,846.30","16,553.00",241.96K,-0.32%
2022年11月19日,"16,699.20","16,652.20","16,814.90","16,608.90",114.89K,0.37%
2022年11月20日,"16,286.70","16,699.30","16,749.30","16,209.20",172.83K,-2.47%
2022年11月21日,"15,776.20","16,278.60","16,287.90","15,504.20",372.15K,-3.13%
2022年11月22日,"16,212.90","15,776.60","16,274.60","15,620.40",287.21K,2.77%
2022年11月23日,"16,623.90","16,216.90","16,677.60","16,162.30",305.08K,2.53%
2022年11月24日,"16,601.20","16,604.90","16,785.60","16,472.00",229.59K,-0.14%
2022年11月25日,"16,512.30","16,600.60","16,611.80","16,360.90",204.07K,-0.54%
2022年11月26日,"16,456.50","16,512.30","16,686.30","16,387.90",194.94K,-0.34%
2022年11月27日,"16,425.60","16,456.40","16,595.40","16,414.60",173.25K,-0.19%
2022年11月28日,"16,211.70","16,426.10","16,481.40","16,013.50",284.84K,-1.30%
2022年11月29日,"16,440.40","16,211.90","16,531.40","16,100.10",271.58K,1.41%
2022年11月30日,"17,163.90","16,440.80","17,215.50","16,433.20",348.22K,4.40%
2022年12月1日,"16,972.00","17,163.40","17,244.70","16,868.90",266.14K,-1.12%
2022年12月2日,"17,093.60","16,972.20","17,096.20","16,799.90",227.01K,0.72%
2022年12月3日,"16,884.50","17,093.40","17,132.60","16,862.10",169.29K,-1.22%
2022年12月4日,"17,112.60","16,884.80","17,198.10","16,881.60",197.12K,1.35%
2022年12月5日,"16,966.50","17,106.90","17,395.20","16,886.90",268.72K,-0.85%
2022年12月6日,"17,089.30","16,966.30","17,101.10","16,914.90",246.19K,0.72%
2022年12月7日,"16,835.20","17,089.40","17,126.70","16,715.30",244.36K,-1.49%
2022年12月8日,"17,225.70","16,835.20","17,294.20","16,765.80",261.64K,2.32%
2022年12月9日,"17,125.70","17,225.60","17,288.60","17,082.10",260.84K,-0.58%
2022年12月10日,"17,127.20","17,125.70","17,220.50","17,105.70",148.81K,0.01%
2022年12月11日,"17,093.30","17,127.00","17,262.90","17,080.60",167.20K,-0.20%
2022年12月12日,"17,210.40","17,093.20","17,232.50","16,878.50",249.39K,0.68%
2022年12月13日,"17,778.60","17,210.90","17,951.60","17,094.50",328.71K,3.30%
2022年12月14日,"17,796.40","17,778.60","18,351.80","17,682.10",318.98K,0.10%
2022年12月15日,"17,356.10","17,796.40","17,846.10","17,298.20",263.44K,-2.47%
2022年12月16日,"16,629.60","17,356.70","17,518.50","16,542.40",303.56K,-4.19%
2022年12月17日,"16,777.10","16,629.00","16,794.40","16,587.00",164.49K,0.89%
2022年12月18日,"16,741.10","16,777.00","16,825.70","16,666.50",124.29K,-0.21%
2022年12月19日,"16,441.30","16,741.10","16,809.50","16,331.20",207.93K,-1.79%
2022年12月20日,"16,902.80","16,441.30","17,031.30","16,400.70",284.57K,2.81%
2022年12月21日,"16,831.80","16,902.70","16,919.40","16,735.00",174.34K,-0.42%
2022年12月22日,"16,820.60","16,831.80","16,862.20","16,566.10",198.28K,-0.07%
2022年12月23日,"16,779.10","16,820.50","16,910.70","16,768.00",184.12K,-0.25%
2022年12月24日,"16,837.20","16,778.60","16,855.80","16,777.80",110.12K,0.35%
2022年12月25日,"16,831.80","16,835.70","16,852.90","16,733.00",132.89K,-0.03%
2022年12月26日,"16,918.10","16,831.80","16,936.10","16,799.40",133.36K,0.51%
2022年12月27日,"16,706.10","16,918.20","16,964.00","16,610.10",192.18K,-1.25%
2022年12月28日,"16,546.20","16,705.90","16,781.10","16,474.20",217.96K,-0.96%
2022年12月29日,"16,636.40","16,546.20","16,659.10","16,496.60",181.47K,0.55%
2022年12月30日,"16,607.20","16,636.40","16,644.40","16,360.00",192.76K,-0.18%
2022年12月31日,"16,537.40","16,607.20","16,635.90","16,487.30",130.44K,-0.42%
2023年1月1日,"16,618.40","16,537.50","16,621.90","16,499.70",107.84K,0.49%
2023年1月2日,"16,674.30","16,618.40","16,766.90","16,551.00",136.03K,0.34%
2023年1月3日,"16,674.20","16,673.10","16,773.20","16,607.20",178.73K,0.00%
2023年1月4日,"16,852.10","16,674.20","16,976.50","16,656.50",247.39K,1.07%
2023年1月5日,"16,829.80","16,852.20","16,877.90","16,772.30",178.96K,-0.13%
2023年1月6日,"16,950.90","16,829.80","17,012.30","16,707.60",233.47K,0.72%
2023年1月7日,"16,943.60","16,950.90","16,979.60","16,909.70",110.48K,-0.04%
2023年1月8日,"17,119.00","16,943.60","17,119.00","16,913.80",144.84K,1.04%
2023年1月9日,"17,180.10","17,119.00","17,390.80","17,107.10",301.24K,0.36%
2023年1月10日,"17,439.10","17,180.10","17,491.00","17,151.70",247.14K,1.51%
2023年1月11日,"17,942.30","17,440.50","17,989.80","17,323.90",291.53K,2.89%
2023年1月12日,"18,851.30","17,941.00","19,055.30","17,915.50",522.01K,5.07%
2023年1月13日,"19,927.00","18,850.80","19,981.60","18,723.80",426.67K,5.71%
2023年1月14日,"20,958.20","19,926.90","21,185.60","19,898.60",458.21K,5.17%
2023年1月15日,"20,879.80","20,956.00","21,032.20","20,585.70",205.80K,-0.37%
2023年1月16日,"21,184.20","20,880.10","21,416.80","20,698.90",337.46K,1.46%
2023年1月17日,"21,137.10","21,184.40","21,506.40","20,926.20",310.04K,-0.22%
2023年1月18日,"20,670.60","21,137.10","21,584.10","20,448.30",388.67K,-2.21%
2023年1月19日,"21,081.20","20,670.60","21,169.40","20,669.70",275.76K,1.99%
2023年1月20日,"22,677.20","21,074.90","22,718.50","20,879.30",373.74K,7.57%
2023年1月21日,"22,775.70","22,677.50","23,304.50","22,461.10",382.69K,0.43%
2023年1月22日,"22,707.80","22,775.70","23,068.70","22,323.00",280.64K,-0.30%
2023年1月23日,"22,915.50","22,709.00","23,161.80","22,527.90",327.85K,0.91%
2023年1月24日,"22,632.50","22,916.30","23,156.10","22,517.10",334.17K,-1.23%
2023年1月25日,"23,055.10","22,632.50","23,779.00","22,366.30",388.18K,1.87%
2023年1月26日,"23,016.00","23,055.20","23,259.50","22,869.00",320.97K,-0.17%
2023年1月27日,"23,074.60","23,016.00","23,480.30","22,602.90",310.36K,0.25%
2023年1月28日,"23,027.90","23,074.60","23,182.30","22,889.80",156.96K,-0.20%
2023年1月29日,"23,753.10","23,023.50","23,952.90","22,973.30",320.86K,3.15%
2023年1月30日,"22,832.20","23,746.00","23,794.00","22,560.00",339.62K,-3.88%
2023年1月31日,"23,125.10","22,832.20","23,262.90","22,724.90",289.38K,1.28%
2023年2月1日,"23,725.60","23,124.70","23,784.50","22,809.60",333.18K,2.60%
2023年2月2日,"23,427.60","23,726.20","24,207.20","23,398.10",382.86K,-1.26%
2023年2月3日,"23,431.20","23,429.10","23,694.10","23,233.80",349.36K,0.02%
2023年2月4日,"23,323.80","23,431.20","23,571.80","23,269.80",170.27K,-0.46%
2023年2月5日,"22,936.00","23,326.90","23,423.40","22,766.50",217.26K,-1.66%
2023年2月6日,"22,761.80","22,936.00","23,130.60","22,633.70",278.58K,-0.76%
2023年2月7日,"23,251.70","22,761.80","23,338.80","22,748.20",318.98K,2.15%
2023年2月8日,"22,964.60","23,251.70","23,425.10","22,691.70",289.12K,-1.23%
2023年2月9日,"21,792.50","22,964.60","23,003.60","21,744.60",425.44K,-5.10%
2023年2月10日,"21,635.00","21,792.50","21,933.60","21,491.70",352.79K,-0.72%
2023年2月11日,"21,859.80","21,627.40","21,902.90","21,605.30",182.07K,1.04%
2023年2月12日,"21,786.80","21,859.90","22,080.70","21,653.10",211.65K,-0.33%
2023年2月13日,"21,772.60","21,782.70","21,887.50","21,418.70",312.04K,-0.07%
2023年2月14日,"22,198.50","21,776.90","22,308.60","21,556.20",378.39K,1.96%
2023年2月15日,"24,327.90","22,198.50","24,330.90","22,050.80",401.53K,9.59%
2023年2月16日,"23,539.60","24,328.10","25,233.80","23,525.90",484.50K,-3.24%
2023年2月17日,"24,573.50","23,538.20","24,984.70","23,373.00",523.85K,4.39%
2023年2月18日,"24,631.40","24,573.50","24,838.90","24,457.00",223.77K,0.24%
2023年2月19日,"24,302.90","24,631.30","25,175.20","24,273.70",312.64K,-1.33%
2023年2月20日,"24,839.50","24,302.80","25,085.40","23,868.60",363.02K,2.21%
2023年2月21日,"24,450.70","24,839.50","25,236.80","24,160.80",395.97K,-1.57%
2023年2月22日,"24,186.60","24,450.70","24,474.30","23,593.40",400.24K,-1.08%
2023年2月23日,"23,936.30","24,186.60","24,590.40","23,637.90",417.46K,-1.03%
2023年2月24日,"23,191.50","23,936.40","24,123.40","22,970.30",367.99K,-3.11%
2023年2月25日,"23,166.10","23,191.30","23,215.30","22,777.40",198.35K,-0.11%
2023年2月26日,"23,558.70","23,166.10","23,671.80","23,066.00",209.12K,1.69%
2023年2月27日,"23,494.10","23,558.70","23,876.20","23,166.80",297.65K,-0.27%
2023年2月28日,"23,130.50","23,494.00","23,595.00","23,033.80",275.10K,-1.55%
2023年3月1日,"23,642.20","23,130.60","23,914.10","23,025.30",328.77K,2.21%
2023年3月2日,"23,465.40","23,642.20","23,780.50","23,208.70",249.26K,-0.75%
2023年3月3日,"22,354.40","23,465.60","23,473.40","22,051.90",344.63K,-4.73%
2023年3月4日,"22,347.10","22,354.70","22,403.70","22,167.40",123.93K,-0.03%
2023年3月5日,"22,428.30","22,347.10","22,636.70","22,213.50",160.57K,0.36%
2023年3月6日,"22,410.00","22,428.20","22,595.40","22,320.10",215.31K,-0.08%
2023年3月7日,"22,197.80","22,410.10","22,535.10","21,968.60",304.75K,-0.95%
2023年3月8日,"21,710.80","22,197.80","22,274.30","21,661.30",316.51K,-2.19%
2023年3月9日,"20,361.80","21,710.80","21,826.50","20,079.60",468.76K,-6.21%
2023年3月10日,"20,156.70","20,362.00","20,362.60","19,591.80",655.27K,-1.01%
2023年3月11日,"20,467.50","20,156.50","20,669.50","19,796.70",453.46K,1.54%
2023年3月12日,"21,994.80","20,465.00","22,028.60","20,294.20",455.69K,7.46%
2023年3月13日,"24,114.40","21,994.80","24,406.20","21,859.60",733.63K,9.64%
2023年3月14日,"24,699.70","24,121.50","26,365.90","23,994.60",753.06K,2.43%
2023年3月15日,"24,282.70","24,699.60","25,108.90","23,932.40",614.31K,-1.69%
2023年3月16日,"25,004.10","24,283.20","25,139.00","24,147.90",462.58K,2.97%
2023年3月17日,"27,391.80","25,004.40","27,742.20","24,900.10",674.96K,9.55%
2023年3月18日,"26,914.50","27,391.90","27,659.10","26,688.70",392.47K,-1.74%
2023年3月19日,"27,958.70","26,914.50","28,347.30","26,844.60",393.27K,3.88%
2023年3月20日,"27,720.50","27,958.90","28,457.80","27,157.00",503.90K,-0.85%
2023年3月21日,"28,114.00","27,719.80","28,437.80","27,350.60",438.78K,1.42%
2023年3月22日,"27,261.70","28,114.20","28,760.30","26,668.70",262.03K,-3.03%
2023年3月23日,"28,310.70","27,262.80","28,734.10","27,144.60",158.46K,3.85%
2023年3月24日,"27,462.20","28,306.90","28,374.50","27,026.50",110.36K,-3.00%
2023年3月25日,"27,475.60","27,462.20","27,761.90","27,176.70",61.36K,0.05%
2023年3月26日,"27,973.50","27,474.90","28,153.70","27,429.10",60.64K,1.81%
2023年3月27日,"27,129.80","27,974.80","28,023.30","26,611.50",107.24K,-3.02%
2023年3月28日,"27,262.20","27,127.80","27,465.00","26,665.60",94.16K,0.49%
2023年3月29日,"28,350.40","27,262.90","28,627.40","27,249.80",109.32K,3.99%
2023年3月30日,"28,029.50","28,350.30","29,160.40","27,716.70",122.51K,-1.13%
2023年3月31日,"28,473.70","28,029.30","28,646.30","27,587.50",98.44K,1.58%
2023年4月1日,"28,456.10","28,473.70","28,795.10","28,285.60",38.09K,-0.06%
2023年4月2日,"28,198.30","28,456.10","28,522.80","27,871.70",45.04K,-0.91%
2023年4月3日,"27,802.10","28,194.70","28,458.40","27,256.90",98.00K,-1.41%
2023年4月4日,"28,164.40","27,802.20","28,429.10","27,668.90",64.06K,1.30%
2023年4月5日,"28,173.50","28,164.40","28,744.40","27,823.50",77.32K,0.03%
2023年4月6日,"28,036.70","28,173.50","28,173.50","27,734.50",51.29K,-0.49%
2023年4月7日,"27,910.40","28,037.60","28,102.50","27,779.40",30.94K,-0.45%
2023年4月8日,"27,941.20","27,910.40","28,153.10","27,863.80",23.73K,0.11%
2023年4月9日,"28,326.60","27,941.20","28,522.70","27,809.20",39.35K,1.38%
2023年4月10日,"29,641.00","28,326.50","29,755.40","28,182.90",85.73K,4.64%
2023年4月11日,"30,209.60","29,641.00","30,484.60","29,597.80",89.38K,1.92%
2023年4月12日,"29,886.40","30,209.80","30,473.00","29,679.50",78.69K,-1.07%
2023年4月13日,"30,387.40","29,892.40","30,524.10","29,864.50",65.87K,1.68%
2023年4月14日,"30,472.50","30,387.40","30,964.90","30,026.00",98.38K,0.28%
2023年4月15日,"30,299.60","30,472.60","30,586.50","30,208.80",31.71K,-0.57%
2023年4月16日,"30,310.30","30,299.20","30,545.30","30,134.60",34.48K,0.04%
2023年4月17日,"29,434.90","30,310.80","30,312.20","29,274.00",71.90K,-2.89%
2023年4月18日,"30,382.20","29,434.10","30,470.10","29,149.20",76.58K,3.22%
2023年4月19日,"28,813.70","30,382.20","30,408.40","28,641.10",111.27K,-5.16%
2023年4月20日,"28,240.50","28,813.70","29,082.10","28,032.40",95.45K,-1.99%
2023年4月21日,"27,264.80","28,240.50","28,353.40","27,171.10",98.72K,-3.46%
2023年4月22日,"27,813.90","27,264.80","27,872.00","27,165.70",44.30K,2.01%
2023年4月23日,"27,591.40","27,813.80","27,815.00","27,388.50",41.77K,-0.80%
2023年4月24日,"27,509.30","27,591.40","27,978.80","27,054.30",66.74K,-0.30%
2023年4月25日,"28,298.80","27,510.10","28,375.60","27,201.10",65.31K,2.87%
2023年4月26日,"28,424.60","28,298.80","29,995.70","27,307.80",164.31K,0.44%
2023年4月27日,"29,475.90","28,424.50","29,859.80","28,392.40",121.63K,3.70%
2023年4月28日,"29,321.80","29,475.90","29,587.20","28,927.80",69.88K,-0.52%
2023年4月29日,"29,234.10","29,318.40","29,425.50","29,058.50",25.72K,-0.30%
2023年4月30日,"29,252.10","29,235.10","29,941.30","29,095.00",47.62K,0.06%
2023年5月1日,"28,077.60","29,252.10","29,329.60","27,685.90",84.36K,-4.02%
2023年5月2日,"28,669.10","28,079.00","28,877.40","27,913.20",65.33K,2.11%
2023年5月3日,"29,023.60","28,669.10","29,244.70","28,164.40",81.22K,1.24%
2023年5月4日,"28,842.10","29,023.60","29,352.70","28,687.40",53.80K,-0.63%
2023年5月5日,"29,513.20","28,842.20","29,653.90","28,825.30",74.52K,2.33%
2023年5月6日,"28,857.10","29,512.80","29,816.40","28,414.90",58.94K,-2.22%
2023年5月7日,"28,424.80","28,857.10","29,122.00","28,419.60",36.50K,-1.50%
2023年5月8日,"27,670.50","28,424.80","28,627.80","27,280.30",85.72K,-2.65%
2023年5月9日,"27,634.90","27,670.50","27,816.00","27,366.30",49.75K,-0.13%
2023年5月10日,"27,603.30","27,634.30","28,311.70","26,885.70",91.45K,-0.11%
2023年5月11日,"26,983.50","27,604.30","27,607.40","26,766.20",62.85K,-2.25%
2023年5月12日,"26,799.20","26,983.10","27,044.00","25,853.10",87.49K,-0.68%
2023年5月13日,"26,777.50","26,798.70","27,011.90","26,695.60",27.95K,-0.08%
2023年5月14日,"26,920.00","26,777.40","27,176.10","26,609.90",26.35K,0.53%
2023年5月15日,"27,183.90","26,920.40","27,651.70","26,752.10",53.27K,0.98%
2023年5月16日,"27,035.30","27,183.90","27,295.30","26,881.90",45.29K,-0.55%
2023年5月17日,"27,403.10","27,035.50","27,465.30","26,597.70",58.14K,1.36%
2023年5月18日,"26,828.00","27,403.80","27,467.00","26,449.80",63.39K,-2.10%
2023年5月19日,"26,882.90","26,828.20","27,154.70","26,711.30",36.67K,0.20%
2023年5月20日,"27,116.20","26,883.00","27,147.20","26,831.30",17.72K,0.87%
2023年5月21日,"26,918.70","27,116.20","27,257.10","26,809.20",26.26K,-0.73%
